Profil source;Profil compare;Rang;Score global;Similarite contenu;Similarite moyenne questions;Similarite lexicale;Similarite longueur;Similarite emotionnelle;Question la plus proche;Similarite question la plus proche;Sentiment source;Sentiment compare;Score sentiment source;Score sentiment compare;Reponse source - Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;Reponse compare - Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;Reponse source - Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;Reponse compare - Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;Reponse source - Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;Reponse compare - Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?
Lou;Emilie;2;81.14;75.82;75.58;84.39;96.76;100.0;Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;82.07;5 stars;5 stars;0.414;0.41;Repousse tes limites. Car ma vie est basée de pleins d’étapes qui m’ont toutes apprises à repousser de plus en plus mes propres limites;"La multi vie !
Parce j'aime avoir plein de projets et d'idées différentes, et de pouvoir en réaliser un maximum avec un minimum de concessions : le boulot passion, la maison, les voyages, et peut être d'autres ?";Idéalement je ne changerai pas mais s’il faut choisir une époque ça serait la révolution française pour vivre ce grand changement en France (1789);Je dirai peut être la période des découvertes du monde, de l'Amérique etc, pour le côté aventure et nouveauté, mais si possible sans la partie mise en escalavage;Pouvoir parler de nombreuses langues pour ainsi voyager dans beaucoup de pays et avoir potentiellement un meilleur carrière professionnelle;Apprendre une langue en 20 min, pour pouvoir apprendre et échanger partout où je vais !
Lou;Pauline;3;78.41;72.02;68.0;93.67;94.32;100.0;Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;73.43;5 stars;5 stars;0.414;0.47;Repousse tes limites. Car ma vie est basée de pleins d’étapes qui m’ont toutes apprises à repousser de plus en plus mes propres limites;La vie est un long fleuve tranquille, parce que jusqu’à présent tout se passe pas trop mal;Idéalement je ne changerai pas mais s’il faut choisir une époque ça serait la révolution française pour vivre ce grand changement en France (1789);La Grèce Antique, car c’est une des plus anciennes civilisation, mais aussi une des plus développée concernant l’art, la culture, la démocratie, la philosophie, etc.;Pouvoir parler de nombreuses langues pour ainsi voyager dans beaucoup de pays et avoir potentiellement un meilleur carrière professionnelle;Être bilingue en anglais
Lou;Nicolas;4;76.58;75.82;62.86;98.7;87.3;75.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;70.21;5 stars;4 stars;0.414;0.381;Repousse tes limites. Car ma vie est basée de pleins d’étapes qui m’ont toutes apprises à repousser de plus en plus mes propres limites;Un français à New York;Idéalement je ne changerai pas mais s’il faut choisir une époque ça serait la révolution française pour vivre ce grand changement en France (1789);À l'époque de l'empire Romain pour les découvertes et batailles épiques;Pouvoir parler de nombreuses langues pour ainsi voyager dans beaucoup de pays et avoir potentiellement un meilleur carrière professionnelle;Developer mes compétences en trading
Lou;Guillaume;5;76.16;70.0;75.48;74.17;86.49;100.0;Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;80.69;5 stars;5 stars;0.414;0.534;Repousse tes limites. Car ma vie est basée de pleins d’étapes qui m’ont toutes apprises à repousser de plus en plus mes propres limites;« Fatalement moi » parce que même quand je suis maladroit, que je fais des erreurs ou que je dois rectifier mon comportement, inéluctablement, je recommence et persiste dans ma connerie;Idéalement je ne changerai pas mais s’il faut choisir une époque ça serait la révolution française pour vivre ce grand changement en France (1789);« Le futur » parce que soyons honnêtes l’humanité a fait des sacrées erreurs dans le passé, parce que le monde d’aujourd’hui on y est donc je veux voir autre chose et le futur parce que avec un peu de chance on aura suffisamment évoluer pour voir et comprendre le passé, en faire un jeu en VR et du coup ça ferai un peu du All Inclusive intergénérationnel;Pouvoir parler de nombreuses langues pour ainsi voyager dans beaucoup de pays et avoir potentiellement un meilleur carrière professionnelle;Les langues les plus parlées dans le monde, parce que y a encore des continents ou même parler anglais ça suffit pas
Lou;Tam;6;74.93;69.91;65.95;97.69;95.14;75.0;Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;77.33;5 stars;4 stars;0.414;0.253;Repousse tes limites. Car ma vie est basée de pleins d’étapes qui m’ont toutes apprises à repousser de plus en plus mes propres limites;“Sans mode pause” = j’ai besoin de challenge au quotidien dans ma vie pro, perso ou via le sport. J’aime être entouré, échangé et me laisser inspiré par mon entourage. Bref je m’arrête jamais 🙃;Idéalement je ne changerai pas mais s’il faut choisir une époque ça serait la révolution française pour vivre ce grand changement en France (1789);Les années 80’ pour l’ambiance explosif, la créativité, la convivialité de cette époque;Pouvoir parler de nombreuses langues pour ainsi voyager dans beaucoup de pays et avoir potentiellement un meilleur carrière professionnelle;Être manuelle
Lou;Thibault;7;74.63;69.82;67.24;91.82;95.95;75.0;Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;77.6;5 stars;4 stars;0.414;0.339;Repousse tes limites. Car ma vie est basée de pleins d’étapes qui m’ont toutes apprises à repousser de plus en plus mes propres limites;Le titre serait « Envers et contre tous » car j’ai des objectifs et un parcours de vie qui sont éloignés des autres personnes de mon entourage;Idéalement je ne changerai pas mais s’il faut choisir une époque ça serait la révolution française pour vivre ce grand changement en France (1789);Les années 1920, période Gatsby. Époque avec beaucoup plus d’élégance, de traditions, c’est l’époque de tout les possibles;Pouvoir parler de nombreuses langues pour ainsi voyager dans beaucoup de pays et avoir potentiellement un meilleur carrière professionnelle;Capacité à mémoriser les choses à l’infini
Lou;Lua;8;74.45;74.76;74.72;74.16;72.16;75.0;Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;83.47;5 stars;4 stars;0.414;0.364;Repousse tes limites. Car ma vie est basée de pleins d’étapes qui m’ont toutes apprises à repousser de plus en plus mes propres limites;Vivre avec 600 passions débordantes, la joie des hyperfocus et des nouveaux loisirs créatifs tous les mois;Idéalement je ne changerai pas mais s’il faut choisir une époque ça serait la révolution française pour vivre ce grand changement en France (1789);D’un point de vue purement esthétique et basé sur le travail manuel féminin, je dirais l’époque victorienne ou edwardienne. J’aurais aimé vivre ces époques de découverte scientifique, architecture, de mode. Par contre je pense que je n’aurais pas supporté le manque de droits sociaux notamment de droits des femmes. Par rapport à ces droits j’aurais aimé vivre dans la deuxième moitié du 20 eme siècle avec le militantisme féministe, la reconstruction après la guerre, l’économie florissante.;Pouvoir parler de nombreuses langues pour ainsi voyager dans beaucoup de pays et avoir potentiellement un meilleur carrière professionnelle;J’aimerais apprendre des nouvelles langues instantanément. Je trouve que le fait de parler plusieurs langues permet de découvrir le monde différemment de rencontrer des nouvelles personnes et que c’est un vrai atout professionnel. Et même si j’ai des facilités d’apprentissage, j’oublie souvent une langue pour en apprendre une autre. Donc j’aimerais pouvoir apprendre instantanément des nouvelles langues garder les ancienne et pouvoir communiquer avec le plus de monde.
Lou;Joyce;9;74.45;68.51;58.83;96.96;87.3;100.0;Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;64.79;5 stars;5 stars;0.414;0.46;Repousse tes limites. Car ma vie est basée de pleins d’étapes qui m’ont toutes apprises à repousser de plus en plus mes propres limites;Mon parcours scolaire car j'ai échoué 3 fois mais j'ai été diplômé au final;Idéalement je ne changerai pas mais s’il faut choisir une époque ça serait la révolution française pour vivre ce grand changement en France (1789);Année 90 la meilleure génération;Pouvoir parler de nombreuses langues pour ainsi voyager dans beaucoup de pays et avoir potentiellement un meilleur carrière professionnelle;La pâtisserie
Lou;Benjamin;10;74.02;70.1;66.64;90.56;90.81;75.0;Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;72.64;5 stars;4 stars;0.414;0.472;Repousse tes limites. Car ma vie est basée de pleins d’étapes qui m’ont toutes apprises à repousser de plus en plus mes propres limites;Bénévolat le vrai sens de la vie;Idéalement je ne changerai pas mais s’il faut choisir une époque ça serait la révolution française pour vivre ce grand changement en France (1789);Le 19eme siècle.   Pleins de changements : l industrie, Eiffel, le chemin de fer, …;Pouvoir parler de nombreuses langues pour ainsi voyager dans beaucoup de pays et avoir potentiellement un meilleur carrière professionnelle;Savoir coder.   En tout cas comprendre le code informatique à fin de comprendre les évolutions actuelles
Yohan;Florian;1;81.06;77.67;64.0;96.37;97.84;100.0;Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;69.02;2 stars;2 stars;0.382;0.29;"Des hauts, des bas that is life. 
Ma vie n’est pas un long fleuve tranquille et, depuis tout petit, il y a eu de très bons moments, mais aussi d’autres un peu moins bons.";Le titre serait « Be different » car je pense que dans la vie dans laquelle nous vivons actuellement il faut être différent et ne pas ressembler à tout le monde;Dans les années 1970 1980.  On pouvait faire plus de choses, il y avait moins de règles. Et que dire de la musique... .;Être né dans les années 50 pour vivre les meilleurs années de 70 à 90 pour vivre sans prise de tête sur tout point (sécurité, travail, fête);Trouver quelque chose qui révolutionne le monde (comme internet).;Avoir l’oreille absolue
Yohan;Vincent;2;79.42;73.05;67.66;97.72;95.95;100.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;71.07;2 stars;2 stars;0.382;0.317;"Des hauts, des bas that is life. 
Ma vie n’est pas un long fleuve tranquille et, depuis tout petit, il y a eu de très bons moments, mais aussi d’autres un peu moins bons.";"""Sur un malentendu, ça peut passer""

On m'a trop souvent dit ça notamment pour les études.";Dans les années 1970 1980.  On pouvait faire plus de choses, il y avait moins de règles. Et que dire de la musique... .;Les années 20-30, parce que y'a pas à dire, ils étaient tous hyper stylés : costard, bretelles, moustache et béret-casquette;Trouver quelque chose qui révolutionne le monde (comme internet).;"Si on parle de compétences humaines : Dessiner
Si on parle de compétences surhumaines : voler 😋"
Yohan;Dad’;3;78.15;81.51;69.81;89.99;94.32;50.0;Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;83.7;2 stars;4 stars;0.382;0.387;"Des hauts, des bas that is life. 
Ma vie n’est pas un long fleuve tranquille et, depuis tout petit, il y a eu de très bons moments, mais aussi d’autres un peu moins bons.";« La vie : un long fleuve tranquille ». C’est la première chose qui m’est venue à l’esprit. J’ai laissé passer quelques heures mais je suis revenue à ce titre. Alors, le mot « long » est déjà un indice 😉. Et le fleuve est toujours en mouvement, il avance constamment et traverse moults belles aventures, parfois calmes, parfois agitées. Mais « tranquille » donne la tonalité majeure 😃;Dans les années 1970 1980.  On pouvait faire plus de choses, il y avait moins de règles. Et que dire de la musique... .;Moyen-âge 😅😅😅. J’ai du y vivre dans une vie antérieure et j’en ai gardé quelques mots de vocabulaire 😅;Trouver quelque chose qui révolutionne le monde (comme internet).;Don d’ubiquité (peut-être….)
Yohan;Kevin;4;77.61;73.86;68.14;99.61;95.95;75.0;Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;75.68;2 stars;1 star;0.382;0.399;"Des hauts, des bas that is life. 
Ma vie n’est pas un long fleuve tranquille et, depuis tout petit, il y a eu de très bons moments, mais aussi d’autres un peu moins bons.";"""L'ennui comme échappatoire"" car la peur de manquer quelque chose m'a toujours donné envie de me dépasser";Dans les années 1970 1980.  On pouvait faire plus de choses, il y avait moins de règles. Et que dire de la musique... .;Je vivrais durant la durant la seconde guerre mondiale pour comprendre comment une seule personne a, à travers ses idées, a chamboulé le cours de l'histoire;Trouver quelque chose qui révolutionne le monde (comme internet).;Parler toutes les langues disponibles sur terre
Yohan;Tam;5;76.91;77.63;71.15;92.99;95.68;50.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;78.03;2 stars;4 stars;0.382;0.253;"Des hauts, des bas that is life. 
Ma vie n’est pas un long fleuve tranquille et, depuis tout petit, il y a eu de très bons moments, mais aussi d’autres un peu moins bons.";“Sans mode pause” = j’ai besoin de challenge au quotidien dans ma vie pro, perso ou via le sport. J’aime être entouré, échangé et me laisser inspiré par mon entourage. Bref je m’arrête jamais 🙃;Dans les années 1970 1980.  On pouvait faire plus de choses, il y avait moins de règles. Et que dire de la musique... .;Les années 80’ pour l’ambiance explosif, la créativité, la convivialité de cette époque;Trouver quelque chose qui révolutionne le monde (comme internet).;Être manuelle
